label,cluster_no
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,1
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
pigeonpeas,7
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,7
pigeonpeas,5
pigeonpeas,7
pigeonpeas,7
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,7
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,7
pigeonpeas,1
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,7
pigeonpeas,5
pigeonpeas,7
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,7
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,7
pigeonpeas,6
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,7
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,7
pigeonpeas,5
pigeonpeas,5
pigeonpeas,7
pigeonpeas,5
pigeonpeas,5
pigeonpeas,1
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,7
pigeonpeas,5
pigeonpeas,5
pigeonpeas,7
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,7
pigeonpeas,6
pigeonpeas,5
pigeonpeas,6
pigeonpeas,5
pigeonpeas,5
mothbeans,5
mothbeans,5
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,5
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,5
mothbeans,7
mothbeans,5
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,5
mothbeans,5
mothbeans,7
mothbeans,5
mothbeans,7
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,7
mothbeans,5
mothbeans,7
mothbeans,5
mothbeans,5
mothbeans,7
mothbeans,7
mothbeans,5
mothbeans,5
mothbeans,7
mothbeans,5
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,5
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,5
mothbeans,5
mothbeans,7
mothbeans,7
mothbeans,5
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,5
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,5
mothbeans,5
mothbeans,7
mothbeans,7
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,7
mothbeans,7
mothbeans,5
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,5
mothbeans,7
mothbeans,5
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,7
mothbeans,5
mothbeans,5
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
mungbean,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
blackgram,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,5
lentil,7
lentil,7
lentil,7
lentil,5
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,5
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,5
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,5
lentil,5
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,5
lentil,7
lentil,7
lentil,5
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
lentil,7
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
pomegranate,2
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
mango,5
mango,5
mango,5
mango,5
mango,7
mango,7
mango,5
mango,5
mango,7
mango,5
mango,5
mango,5
mango,7
mango,5
mango,5
mango,5
mango,5
mango,7
mango,5
mango,5
mango,5
mango,5
mango,7
mango,5
mango,5
mango,5
mango,5
mango,7
mango,5
mango,5
mango,7
mango,7
mango,5
mango,5
mango,5
mango,7
mango,5
mango,5
mango,7
mango,5
mango,5
mango,7
mango,7
mango,5
mango,5
mango,5
mango,5
mango,7
mango,7
mango,7
mango,5
mango,5
mango,5
mango,5
mango,7
mango,5
mango,7
mango,5
mango,7
mango,7
mango,5
mango,5
mango,5
mango,7
mango,7
mango,5
mango,7
mango,5
mango,5
mango,7
mango,5
mango,5
mango,5
mango,5
mango,7
mango,7
mango,5
mango,7
mango,7
mango,7
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,7
mango,7
mango,5
mango,5
mango,5
mango,5
mango,5
mango,7
mango,7
mango,5
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
watermelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
muskmelon,3
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,7
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,7
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,7
orange,2
orange,2
orange,2
orange,7
orange,7
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,7
orange,2
orange,2
orange,2
orange,7
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,7
orange,7
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,2
orange,7
orange,2
orange,2
orange,2
orange,2
orange,2
orange,7
orange,7
orange,2
orange,2
orange,2
orange,7
orange,7
orange,2
orange,2
orange,2
orange,2
papaya,6
papaya,7
papaya,7
papaya,6
papaya,6
papaya,6
papaya,6
papaya,6
papaya,6
papaya,6
papaya,6
papaya,7
papaya,6
papaya,7
papaya,6
papaya,6
papaya,7
papaya,7
papaya,6
papaya,7
papaya,7
papaya,7
papaya,7
papaya,6
papaya,7
papaya,6
papaya,6
papaya,7
papaya,7
papaya,7
papaya,7
papaya,7
papaya,6
papaya,7
papaya,7
papaya,7
papaya,6
papaya,6
papaya,7
papaya,6
papaya,6
papaya,6
papaya,7
papaya,7
papaya,6
papaya,7
papaya,7
papaya,6
papaya,6
papaya,7
papaya,6
papaya,6
papaya,6
papaya,7
papaya,6
papaya,0
papaya,7
papaya,7
papaya,6
papaya,6
papaya,2
papaya,7
papaya,6
papaya,0
papaya,0
papaya,7
papaya,7
papaya,7
papaya,0
papaya,7
papaya,0
papaya,6
papaya,6
papaya,7
papaya,6
papaya,6
papaya,7
papaya,6
papaya,6
papaya,0
papaya,7
papaya,7
papaya,6
papaya,6
papaya,6
papaya,7
papaya,7
papaya,6
papaya,7
papaya,7
papaya,0
papaya,6
papaya,7
papaya,6
papaya,7
papaya,7
papaya,7
papaya,6
papaya,6
papaya,6
coconut,6
coconut,6
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,6
coconut,2
coconut,2
coconut,2
coconut,2
coconut,6
coconut,2
coconut,2
coconut,2
coconut,2
coconut,6
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,6
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
coconut,2
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
jute,0
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
coffee,6
coffee,0
coffee,0
coffee,0
coffee,0
coffee,0
coffee,6
coffee,0
coffee,0
coffee,6
coffee,0
coffee,6
coffee,6
coffee,0
coffee,6
coffee,0
coffee,6
coffee,6
coffee,6
coffee,0
coffee,6
coffee,6
coffee,6
coffee,0
coffee,0
coffee,6
coffee,6
coffee,6
coffee,6
coffee,0
coffee,6
coffee,0
coffee,0
coffee,0
coffee,6
coffee,0
coffee,6
coffee,0
coffee,0
coffee,6
coffee,0
coffee,6
coffee,6
coffee,0
coffee,6
coffee,6
coffee,6
coffee,0
coffee,0
coffee,6
coffee,0
coffee,6
coffee,0
coffee,0
coffee,6
coffee,6
coffee,6
coffee,0
coffee,6
coffee,6
coffee,6
coffee,6
coffee,0
coffee,6
